Family;Ploidy;He;Pop;Treat;PetalLength;CorollaDiam;CorollaLength;LongFil;ShortFil;Herkogamy;Height;Nstalk;StalkDiam;Nflowers ;Fruitset;Seedset;Fitness
129;4n;0,5;Ei09;Mount;2,18;4,64;3,02;5,05;3,38;3,37;6;7;0,72;45;0,77777778;0,951219512;0,064036405
41;4n;0;Ei09;Mount;2,11;4,4;3,26;4,05;3,62;4,24;3;4;0,51;10;0,7;NA;0
41;4n;0;Ei09;Mount;1,56;2,55;3,05;4,01;3,02;3,23;2;2;0,33;2;0;NA;0
129;4n;0,5;Ei09;Mount;1,32;3,63;2,65;5,75;4,75;4,68;9,5;5;0,85;60;0,33333333;0,914285714;0,030024395
113;2n;0;Ei12;Mount;1;2,67;2,18;3,15;2,31;2,92;8;10;0,97;51;0,82352941;0,94;0,092606493
80;2n;0;Ei12;Mount;1,37;2,58;2,28;2,59;1,73;3,4;8;18;0,88;90;0,53333333;0,921052632;0,078814036
42;4n;0;Ei09;Mount;1,4;3;2,41;4,15;3,5;3,21;4;5;0,96;20;0,55;0,923076923;0,018577594
42;4n;0;Ei09;Mount;1,43;2,92;2,09;4,04;2,89;2,6;4,5;4;1,01;23;0,52173913;0,868421053;0,018577594
42;4n;0;Ei09;Mount;1,45;2,62;2,85;3,34;2,11;3,02;3,5;3;0,64;9;0,33333333;NA;0
103;2n;0,5;Ei12;Mount;1;2,87;2,22;2,71;2,32;2,64;4;7;0,36;8;0,25;0;0
112;2n;0;Ei12;Mount;1,26;2,67;1,9;2,81;2,65;2,78;6;12;0,98;50;0,26;0,636363636;0,008538187
110;4n;0,5;Ei08;Mount;1,91;3,08;3,52;4,95;4,13;3,76;NA;NA;NA;NA;NA;0,732142857;0
80;2n;0;Ei12;Mount;0,9;2,3;2,22;2,79;2,36;3,02;6;12;0,7;40;0,475;0,619047619;0,01158754
89;2n;0;Ei12;Mount;1,26;2,27;2,24;2,18;2,09;2,7;7,5;9;1,25;46;0,76086957;0,880952381;0,060752486
89;2n;0;Ei12;Mount;1,1;2,22;2,34;2,28;2,09;2,59;5;7;1,26;31;0,35483871;0,733333334;0,00756865
103;2n;0,5;Ei12;Mount;1,4;3,31;3,08;3,21;2,31;3;4;10;0,89;45;0,51111111;0,959183673;0,050713079
145;6n;0;Ei16;Mount;1,72;3,68;3,11;4,54;3,3;3,4;9;1;1,15;12;0,41666667;0,878787879;0,006802402
20;4n;0;Ei08;Mount;1,15;2,98;2,81;4,49;3,64;4,04;7;7;0,97;27;0,48148148;0,904761905;0,02317508
103;2n;0,5;Ei12;Mount;1,37;2,55;2,36;2,77;1,78;2,95;2;2;0,59;7;0,57142857;0,316666667;0,001782698
103;2n;0,5;Ei12;Mount;1,34;2,4;1,91;2,11;1,71;2,45;5;15;1,06;57;0,63157895;0,84;0,070932633
113;2n;0;Ei12;Mount;1,2;2,93;2,75;3,36;2,65;2,81;6,5;9;0,75;24;0,20833333;0,916666668;0,003440295
113;2n;0;Ei12;Mount;1,53;2,95;2,95;3,36;2,22;2,65;7;14;1,16;51;0,78431373;0,911764706;0,058172265
5;4n;0;Ei09;Mount;1,39;2,55;2,85;3,63;2,91;3,08;5;2;1,41;13;0,38461538;0,913043478;0,009851755
6;4n;0;Ei09;Mount;1,8;3;2,08;3,86;3,6;3,45;5;2;0,69;11;0,81818182;0,8125;0,005488835
105;4n;0;Ei08;Mount;1,74;3,45;3,06;3,21;2,6;2,9;6;8;0,68;60;0,33333333;0,944444444;0,047851379
72;2n;0,5;Ei12;Mount;1,03;2,56;2,2;2,62;1,18;3,29;NA;NA;NA;NA;NA;NA;0
86;2n;0,5;Ei12;Mount;0,87;2,33;2,25;3,56;2,87;3,45;NA;NA;NA;NA;NA;NA;0
41;4n;0;Ei09;Mount;2,11;4,17;3,06;4,55;3,04;4,18;6,5;2;0,6;6;0,5;0,538461538;0,001313567
5;4n;0;Ei09;Mount;1,86;4,15;3,66;3,98;3,77;3,51;10;1;1,38;15;0,53333333;0,631578947;0,013510978
112;2n;0;Ei12;Mount;1,7;3,25;2,78;2,74;1,53;2,27;5;2;0,41;8;0;NA;0
67;2n;0,5;Ei12;Mount;1,47;2,41;1,92;2,73;2,07;2,99;6;9;0,83;41;0,73170732;0,870967742;0,056999437
68;2n;0,5;Ei12;Mount;1,84;3,6;3,04;3,59;2,94;2,97;8;4;1,12;35;0,68571429;NA;0
89;2n;0;Ei12;Mount;1,79;3,74;2,88;2,72;1,77;3,25;9;16;1,32;76;0,93421053;0,813953488;0,116579096
89;2n;0;Ei12;Mount;1,76;3,64;3,23;3,62;2,88;3,98;9,5;6;1,09;26;0,80769231;0,913793103;0,052214299
34;4n;0;Ei09;Mount;1,82;4,62;3,5;4,33;4,27;3,44;6,5;2;0,44;8;0,75;1;0,013510978
5;4n;0;Ei09;Mount;2,11;4,44;3,02;3,13;2,52;3,2;3,5;4;0,58;14;0,42857143;0,857142857;0,003377744
22;4n;0;Ei08;Mount;1,89;4,91;2,93;3,92;2,57;3,36;6,5;1;0,75;20;0,25;0,687500001;0,003440295
69;2n;0,5;Ei12;Mount;1,17;3,79;2,54;2,83;2,09;4,44;NA;NA;NA;NA;NA;NA;0
33;4n;0;Ei08;Mount;1,75;3,65;3,66;4,92;4,45;3,31;5,5;1;0,94;9;0,33333333;0,944444445;0,003190092
132;6n;0,5;Ei16;Mount;2,37;5,32;4,37;5,28;4,41;4,42;5;1;0,5;5;0,8;0,967213115;0,011071496
85;2n;0,5;Ei12;Mount;0,9;2,62;4,55;3,05;2,09;2,61;8;17;1,38;50;0,76;1;0,05704635
81;4n;0;Ei09;Mount;1,82;4,45;3,29;4,44;3,38;3,38;NA;NA;NA;NA;NA;NA;0
44;4n;0;Ei09;Mount;1,74;3,92;2,87;NA;NA;NA;5,5;5;1,13;30;0,56666667;0,944444444;0,040673672
93;2n;0,5;Ei12;Mount;1,48;3;2,63;3,04;2,65;3,17;6;2;1,16;14;0,85714286;NA;0
95;2n;0;Ei12;Mount;1,74;3,96;3,41;2,86;2,25;4,1;8;15;1,19;86;0,90697674;NA;0
47;4n;0,5;Ei08;Mount;2,77;5,68;4,31;5,05;4,26;4,62;5;7;1,38;25;0,24;0,878787879;0,010883843
127;4n;0;Ei08;Mount;2,54;4,46;3,5;4,26;3,04;4,82;8;11;1,04;51;0,23529412;0,96969697;0,018014637
99;2n;0;Ei12;Mount;1,27;3,13;2,23;3,57;2,64;3,05;5;1;0,54;7;0,71428571;0,625;0,002345656
91;2n;0,5;Ei12;Mount;1,31;3,26;2,98;4,19;2,98;3,7;6;5;1,3;25;0,76;0,946428571;0,047241509
91;2n;0,5;Ei12;Mount;1,22;2,58;3,06;3,33;2,05;3,21;7;4;0,97;22;0,72727273;0,974358974;0,028523175
86;2n;0,5;Ei12;Mount;1,04;2,76;2,47;2,39;1,95;2,73;NA;NA;NA;NA;NA;NA;0
86;2n;0,5;Ei12;Mount;0,9;2,38;2,33;3,23;1,92;3,51;6;13;1,59;NA;NA;0,333333333;0
67;2n;0,5;Ei12;Mount;1,04;2,91;2,9;4,38;2,88;3,24;5;4;2,37;21;0,52380952;0,886363636;0,020125727
67;2n;0,5;Ei12;Mount;1,16;2,9;2,63;3,64;2,62;4,64;6;9;3,24;18;0,61111111;0,888888889;0,020641771
67;2n;0,5;Ei12;Mount;0,91;2,5;2,98;1,62;4,45;2,23;4,5;6;2,23;12;0,66666667;0,857142857;0,004503659
67;2n;0,5;Ei12;Mount;1,28;2,96;2,54;3,99;2,35;3,23;4;7;1,76;6;0;NA;0
93;2n;0,5;Ei12;Mount;1,9;3,61;1,93;3,66;3,23;4,91;6,5;5;1,16;34;0,61764706;0,958333333;0,018127228
58;4n;0,5;Ei09;Mount;1,63;2,76;2,55;3,2;2,48;3,18;4;6;0,47;14;0,71428571;1;0,008444361
96;2n;0;Ei13;Mount;1,49;2,44;2,09;3,05;2,1;3,97;6;13;1,13;65;0,72307692;NA;0
79;2n;0;Ei12;Mount;1,61;3,61;2,9;2,97;2,48;3,32;6,5;11;1,17;70;0,51428571;NA;0
72;2n;0,5;Ei12;Mount;1,97;3,13;3,37;3,51;2,56;3,8;3,5;3;0,95;20;0,8;0,921568627;0,035278664
78;2n;0;Ei12;Mount;1,07;3,14;2,38;3,36;2,4;4,97;4,5;5;1,23;21;0,57142857;0,727272727;0,013510978
90;2n;0;Ei12;Mount;1,47;2,34;3,35;4,69;3,76;4,51;4,5;6;1,37;14;0,35714286;0;0
99;2n;0,5;Ei12;Mount;1,59;3,82;2,75;4,96;3,26;4,21;12;12;2,24;60;0,91666667;NA;0
99;2n;0,5;Ei12;Mount;1,02;2,77;2,25;3,59;3,36;4,01;NA;NA;NA;NA;NA;NA;0
139;6n;0,5;Ei18;Mount;1,51;3,64;2,93;3,21;2,81;3,31;NA;NA;NA;NA;NA;NA;0
57;4n;0;Ei09;Mount;1,81;3,35;3,18;3,92;2,92;3,18;5,5;3;0,57;8;0,625;NA;0
89;2n;0;Ei12;Mount;1,46;2,18;3,15;1,8;1,51;2,1;7;8;1,14;27;0,7037037;1;0,024066429
113;2n;0;Ei12;Mount;1,52;2,67;2;2,18;2,18;2,75;5,5;13;0,42;42;0,69047619;0,939393939;0,042174892
44;4n;0;Ei09;Mount;2,25;4,34;3,58;4,37;3,77;3,52;6;1;1,2;21;0,33333333;NA;0
44;4n;0;Ei09;Mount;2,08;3,39;2,16;3,24;2,86;2,72;2,5;1;0,64;4;0;NA;0
112;2n;0;Ei12;Mount;1,31;3,26;2,6;2,58;2,05;3,59;6;11;0,84;15;0,26666667;0,625;0,003753049
112;2n;0;Ei12;Mount;1,73;3,55;2,86;3,51;2,68;3;6;5;0,78;12;0,33333333;0,571428571;0,00150122
5;4n;0;Ei09;Mount;2,36;4,92;3,41;4,79;4,45;4,97;10,5;1;1,95;17;0,47058824;0,871794872;0,012760368
5;4n;0;Ei09;Mount;1,82;4,06;3,33;4,05;3,29;3,86;9;1;1,76;8;0,625;0,71875;0,005395008
68;2n;0,5;Ei12;Mount;1,71;3,56;3,71;2,43;1,4;3,1;3;3;0,6;11;0,72727273;0,928571429;0,009757928
68;2n;0,5;Ei12;Mount;1,84;3,84;2,99;3,88;3,29;3,83;5;4;1,14;23;0,82608696;0,765957447;0,032088572
92;2n;0,5;Ei12;Mount;1,41;3,74;3,11;3,81;2,74;3,86;7;8;1,58;23;0,82608696;NA;0
68;2n;0,5;Ei12;Mount;1,09;2,91;2,9;3,95;2,7;3,2;7;6;1,19;31;0,64516129;0,909090909;0,02814787
113;2n;0;Ei12;Mount;1,48;2,93;2,59;1,84;3,17;1,84;4;5;1,2;26;0,69230769;0,851851852;0,01942203
89;2n;0;Ei12;Mount;1,09;2,09;1,8;3,45;2,47;3,86;6,5;13;1,43;47;0,72340426;0,692307692;0,043066241
93;2n;0,5;Ei12;Mount;1,6;3,19;3,18;3,56;3,21;3,81;3;1;1,2;7;0,85714286;0,869565217;0,005629574
93;2n;0,5;Ei12;Mount;0,91;2,13;2,42;3,14;2,32;3,87;NA;NA;NA;NA;NA;0,921052632;0
114;2n;0,5;Ei12;Mount;0,84;2,84;2,85;3,68;2,18;4,24;8;3;1,41;31;0,83870968;0,74;0,045130418
114;2n;0,5;Ei12;Mount;1,74;2,83;2,82;3,73;3,18;4,1;3;2;0,91;13;0,76923077;0,903225809;0,01751423
62;4n;0;Ei09;Mount;1,79;3,29;2,84;4,03;2,73;3,14;6,5;2;0,57;9;0,88888889;0,888888889;0,012009758
150;4n;0;Ei09;Mount;1,31;2,84;2,77;3,68;2,98;2,63;4;1;0,79;14;0;NA;0
78;2n;0;Ei12;Mount;1,26;2,97;2,2;2,7;1,53;2,82;5;8;1,1;35;0,91428571;0,951219512;0,05854757
78;2n;0;Ei12;Mount;1,52;3,2;3,05;2,76;1,59;3,25;6,5;9;1,03;32;0,6875;0,866666667;0,026834303
157;2n;0,5;Ei12;Mount;2,04;3,86;3,1;3,62;2,9;4,63;9;19;0,9;50;0,1;NA;0
89;2n;0;Ei12;Mount;1,04;2,46;2,15;2,71;2,55;3,75;7;13;1,7;43;0,69767442;1;0,050666166
89;2n;0;Ei12;Mount;1,25;3,3;2,81;3,23;2,61;3,99;7;8;1,18;49;0,67346939;NA;0
89;2n;0;Ei12;Mount;1,16;3,34;2,45;3,02;2,36;2,89;7;10;1,74;48;0,72916667;0,87804878;0,059110527
89;2n;0;Ei12;Mount;1,13;2,74;1,99;3,25;1,75;2,66;3;1;0,64;5;0,8;0,705882353;0,00225183
67;2n;0,5;Ei12;Mount;1,04;2,42;2,84;2,22;2,12;3,25;6;7;0,9;58;0,31034483;0,833333333;0,025333083
84;2n;0;Ei13;Mount;0,98;2,53;1,85;2,63;1,71;1,94;2,5;5;0,2;5;0,6;NA;0
112;2n;0;Ei12;Mount;1,58;3,51;2,86;3,17;2,54;3,41;8;12;0,49;20;0,5;0,555555556;0,004691312
74;2n;0;Ei12;Mount;1,73;3,56;3,12;3,53;2,91;3,53;2,5;1;1,21;15;0;NA;0
102;2n;0;Ei13;Mount;1,29;2,65;2,85;2,77;2,02;1,89;NA;NA;NA;NA;NA;0,875;0
82;2n;0;Ei13;Mount;1,09;2,44;1,81;2,71;1,88;2,73;11,5;2;0,88;53;0,16981132;0,655172414;0,008022143
135;6n;0,5;Ei16;Mount;1,48;3,15;2,32;3,58;2,8;3,44;7;1;0,56;3;0,66666667;1;0,005441922
67;2n;0,5;Ei12;Mount;1,07;3,91;2,33;3,01;2,6;3,45;4,5;10;0,97;40;0,575;1;0,026975042
67;2n;0,5;Ei12;Mount;0,54;1,54;1,68;3,09;2,45;3,77;5,5;8;0,6;28;0,5;0,949152542;0,018389942
67;2n;0,5;Ei12;Mount;0,99;2,22;2,03;3,34;2,36;3,28;4;1;0,94;11;0,90909091;NA;0
67;2n;0,5;Ei12;Mount;0,85;3,06;1,74;3,3;2,9;4,19;5;4;0,85;26;0,65384615;0,684210526;0,010367799
67;2n;0,5;Ei12;Mount;0,91;1,7;3,02;2,55;2,04;3,33;7,5;12;1,14;40;0,7;0,807692308;0,027584913
73;2n;0,5;Ei12;Mount;0,97;2,06;1,55;2,53;2,15;3,35;NA;NA;NA;NA;NA;NA;0
127;4n;0;Ei08;Mount;1,06;2,75;1,58;2,69;2,58;2,36;NA;NA;NA;NA;NA;0,804878049;0
97;2n;0;Ei13;Mount;1,71;4,57;3,14;3,66;3,49;2,34;21;1;1,16;9;0,33333333;0,79047619;0,011681366
106;2n;0;Ei13;Mount;2,05;5,38;3,51;4,44;2,92;3,68;3,5;1;1,3;17;0,76470588;0,682692308;0,043300807
106;2n;0;Ei13;Mount;1,44;3,64;2,74;3,49;2,46;2,89;15;1;1,1;NA;NA;NA;0
60;4n;0,5;Ei08;Mount;1,78;3,37;2,95;4,41;2,94;4,29;NA;NA;NA;NA;NA;NA;0
118;4n;0,5;Ei08;Mount;1,54;2,45;2,73;3,31;2,95;3,55;4,5;4;0,88;25;0,36;0,916666667;0,013933196
84;2n;0;Ei13;Mount;1,23;2,71;2,58;3,05;2,52;2,76;9;8;0,6;28;0,67857143;0,886363636;0,03476262
101;4n;0,5;Ei08;Mount;1,1;2,15;2,34;3,03;2,45;2,43;5,5;1;0,72;14;0,42857143;0,896551724;0,007318446
10;4n;0;Ei09;Mount;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,822222222;0
105;4n;0;Ei08;Mount;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,895833333;0
116;6n;0,5;Ei16;Mount;NA;NA;NA;NA;NA;NA;11;2;1,24;14;0,57142857;0,971428571;0,012760368
116;6n;0,5;Ei16;Mount;NA;NA;NA;NA;NA;NA;7;1;1,14;7;1;0,933333333;0,013792456
119;4n;0,5;Ei08;Mount;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,884615385;0
119;4n;0,5;Ei08;Mount;NA;NA;NA;NA;NA;NA;5;6;0,81;37;0,32432432;0,956521739;0,024770126
120;4n;0;Ei08;Mount;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,911764706;0
127;4n;0;Ei08;Mount;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,79047619;0
130;6n;0,5;Ei16;Mount;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,920634921;0
142;4n;0,5;Ei08;Mount;NA;NA;NA;NA;NA;NA;8,5;8;1,39;30;0,83333333;0,915254237;0,063332708
149;6n;0;Ei16;Mount;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
154;6n;0;Ei18;Mount;NA;NA;NA;NA;NA;NA;10,5;5;1,18;25;0,76;0,5;0,014261588
14;4n;0;Ei08;Mount;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,869565217;0
14;4n;0;Ei08;Mount;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,85483871;0
44;4n;0;Ei09;Mount;NA;NA;NA;NA;NA;NA;4,5;5;0,73;17;0,88235294;0,894736842;0,035888534
49;4n;0;Ei09;Mount;NA;NA;NA;NA;NA;NA;6,5;5;0,71;18;0,27777778;1;0,004691312
60;4n;0,5;Ei08;Mount;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,847826087;0
76;2n;0;Ei13;Mount;NA;NA;NA;NA;NA;NA;13;5;0,96;36;0,55555556;0,804878049;0,061925314
91;2n;0,5;Ei12;Mount;NA;NA;NA;NA;NA;NA;7,5;5;0,52;33;0,63636364;0,958333333;0,045318071
81;4n;0;Ei09;Mount;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,88;0
81;4n;0;Ei09;Mount;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,804878049;0
7;2n;0;Ei13;Mount;NA;NA;NA;NA;NA;NA;8;1;1,99;5;0,8;NA;0
7;2n;0;Ei13;Mount;NA;NA;NA;NA;NA;NA;12;1;2,36;15;0,8;NA;0
62;4n;0;Ei09;Mount;NA;NA;NA;NA;NA;NA;6;2;0,78;15;0,6;NA;0
62;4n;0;Ei09;Mount;NA;NA;NA;NA;NA;NA;9,5;5;0,56;21;0,71428571;NA;0
14;4n;0;Ei08;Mount;NA;NA;NA;NA;NA;NA;4;9;0,65;10;0;NA;0
21;6n;0,5;Ei18;Mount;NA;NA;NA;NA;NA;NA;8;9;1,05;25;0,72;NA;0
21;6n;0,5;Ei18;Mount;NA;NA;NA;NA;NA;NA;7,5;1;2,07;22;0,13636364;NA;0
147;4n;0,5;Ei08;Mount;NA;NA;NA;NA;NA;NA;9;13;0,92;33;0,63636364;NA;0
147;4n;0,5;Ei08;Mount;NA;NA;NA;NA;NA;NA;7,5;5;0,78;30;0,5;NA;0
147;4n;0,5;Ei08;Mount;NA;NA;NA;NA;NA;NA;7;13;0,7;NA;NA;NA;0
42;4n;0;Ei09;Mount;NA;NA;NA;NA;NA;NA;4;5;0,82;NA;NA;NA;0
89;4n;0;Ei08;Mount;NA;NA;NA;NA;NA;NA;7;11;1,31;45;0,75555556;NA;0
72;2n;0,5;Ei12;Mount;NA;NA;NA;NA;NA;NA;7;8;1,17;29;0,82758621;NA;0
96;2n;0;Ei13;Mount;NA;NA;NA;NA;NA;NA;6;10;0,88;43;0,6744186;NA;0
102;2n;0;Ei13;Mount;NA;NA;NA;NA;NA;NA;5;4;0,4;22;0,45454545;NA;0
51;6n;0;Ei16;GH;2,92;7,1;4,63;6,45;4,6;5,6;NA;NA;NA;NA;NA;0,951456311;0
148;4n;0,5;Ei08;GH;2,38;4,75;3,75;4,53;3,18;3,72;14,5;1;2,01;18;0,83333333;0,961038961;0,05207356
148;4n;0,5;Ei08;GH;2,9;6,95;5,01;5,29;3,94;4,54;30;1;2,94;34;0,76470588;0,970588235;0,120754363
148;4n;0,5;Ei08;GH;3,44;6,85;3,97;6,22;5,91;5,99;16;1;1,89;18;0,61111111;0,9;0,03251079
148;4n;0,5;Ei08;GH;2,91;6,25;4,39;6,7;4,72;5,78;21,5;1;2,19;30;0,6;0,970588235;0,083599174
148;4n;0,5;Ei08;GH;2,91;6,79;4,6;6,19;3,93;4,95;9;3;2,57;41;0,95121951;0,969230769;0,230531056
148;4n;0,5;Ei08;GH;3,06;7,21;5,94;6,77;4,23;6,1;15;1;2,28;25;0,96;0,942307692;0,110339651
148;4n;0,5;Ei08;GH;2,86;6;3,65;5,79;4,01;4,88;23,5;2;1,43;35;0,77142857;0,936842105;0,11273222
148;4n;0,5;Ei08;GH;2,46;5,95;4,25;6,55;4,51;4,53;34,5;3;1,91;53;0,81132075;0,892473118;0,167432914
148;4n;0,5;Ei08;GH;3,29;6,16;3,98;5,72;4,56;4,21;30;1;1,7;50;0,74;1;0,154484894
148;4n;0,5;Ei08;GH;2,72;6,62;4,26;6,61;4,89;5,23;25;2;3,3;46;0,93478261;0,94;0,189622819
148;4n;0,5;Ei08;GH;2,58;5,2;3,83;5,56;3,69;3,84;23;3;1,43;44;0,65909091;0,496296296;0,045576093
148;4n;0,5;Ei08;GH;2,07;3,68;3,19;4,63;6,42;3,91;9,5;4;2,03;45;0,66666667;0,9;0,075999249
148;4n;0,5;Ei08;GH;2,37;6,01;4,28;5,68;3,96;3,61;13,5;2;1,9;31;0,51612903;NA;0
148;4n;0,5;Ei08;GH;3,78;6,43;5,42;6,48;4,9;5,92;21,5;1;2,51;42;0,69047619;0,880733945;0,130606117
148;4n;0,5;Ei08;GH;3,76;7,04;5,41;6,17;5,63;5,97;23;1;2,05;45;0,71111111;0,91509434;0,145618315
148;4n;0,5;Ei08;GH;2,91;5,61;3,75;4,88;5,13;3,91;12,5;3;2,74;38;0,44736842;0,727272727;0,044661287
154;6n;0;Ei18;GH;3,29;6,25;4,97;6,24;4,56;3,48;13;2;2,36;27;0,62962963;0,946236559;0,070182023
154;6n;0;Ei18;GH;3,41;6,59;4,84;6,64;5,8;5,7;15,5;1;2,36;31;0,70967742;0,943396226;0,103208857
154;6n;0;Ei18;GH;2,5;5,92;3,55;6,69;4,48;6,04;11,5;1;2,04;19;0,73684211;0,967391304;0,058453744
8;4n;0,5;Ei08;GH;3,44;6,71;5,25;6,76;4,35;5,54;16,5;4;2,29;40;0,6;0,88;0,074310377
108;4n;0,5;Ei08;GH;3,33;6,61;4,82;6,45;4,72;5,52;NA;NA;NA;NA;NA;0;0
38;6n;0,5;Ei16;GH;2,59;6,63;4,81;6,67;4,49;5,66;8,5;4;1,7;30;0,46666667;0,946808511;0,058453744
38;6n;0,5;Ei16;GH;2,58;6,85;4,74;6,72;4,8;5,76;NA;NA;NA;NA;NA;0,939759036;0
122;6n;0;Ei16;GH;3,81;6,82;4,26;5,91;4,78;4,89;NA;NA;NA;NA;NA;0,813953488;0
117;6n;0,5;Ei16;GH;3,21;4,26;4,82;6,66;5,06;5,48;8;1;2,59;30;0,53333333;NA;0
39;6n;0,5;Ei16;GH;4,33;7;4,49;6,69;5,42;6,17;10;1;3,26;5;0;1;0
36;6n;0,5;Ei16;GH;3,99;8,47;4,79;6,48;5,04;6,5;NA;NA;NA;NA;NA;0,944444444;0
36;6n;0,5;Ei16;GH;3,19;6,72;4,76;6,63;5,47;5,59;NA;NA;NA;NA;NA;0,916666667;0
52;6n;0;Ei16;GH;3,43;6,74;4,91;7,07;5,8;6,2;NA;NA;NA;NA;NA;0,617021277;0
121;6n;0;Ei16;GH;2,62;4,94;4,32;6,28;4,6;5,76;NA;NA;NA;NA;NA;NA;0
131;6n;0,5;Ei16;GH;2,72;6,07;4,41;6,15;4,62;5,49;8;1;2,55;29;0,65517241;0,934065934;0,075764684
46;6n;0,5;Ei16;GH;3,71;6,78;4,69;6,9;4,82;5,92;NA;NA;NA;NA;NA;NA;0
109;4n;0,5;Ei08;GH;2,36;5,36;4,3;5,89;3,99;4,9;NA;NA;NA;NA;NA;0,670588234;0
109;4n;0,5;Ei08;GH;1,59;5,85;4,51;5,18;4,52;4,9;NA;NA;NA;NA;NA;0,467741935;0
32;4n;0;Ei08;GH;2,13;5,64;4,92;6,07;4,28;5,29;NA;NA;NA;NA;NA;0,696969697;0
32;4n;0;Ei08;GH;2,38;5,6;4,61;6,19;4,85;5,49;NA;NA;NA;NA;NA;0,645833333;0
20;4n;0;Ei08;GH;2,77;5,36;4,92;6,01;5,14;5,6;14;3;3,78;69;0,68115942;0,444444444;0,079376994
20;4n;0;Ei08;GH;2,88;5,67;4,84;6,56;4,89;5,28;NA;NA;NA;NA;NA;0,462686567;0
32;4n;0;Ei08;GH;2,38;5,74;4,85;5,91;4,56;4,94;NA;NA;NA;NA;NA;0,50877193;0
32;4n;0;Ei08;GH;2,29;5,29;4,62;6;5,07;5,7;10;3;2,74;47;0,53191489;0,575;0,053950084
32;4n;0;Ei08;GH;2,15;4,75;5,24;6,62;4,23;5,43;NA;NA;NA;NA;NA;0,24137931;0
55;6n;0,5;Ei18;GH;2,24;4,82;5,72;7,02;5,95;9,13;NA;NA;NA;NA;NA;NA;0
32;4n;0;Ei08;GH;3,1;5,59;4,83;6,62;5,54;5,26;NA;NA;NA;NA;NA;NA;0
32;4n;0;Ei08;GH;2,7;6,14;4,62;5,66;4,41;5,02;NA;NA;NA;NA;NA;0,616352201;0
32;4n;0;Ei08;GH;2,56;5,19;4,55;6,68;5,43;6,26;NA;NA;NA;NA;NA;0,571428571;0
109;4n;0,5;Ei08;GH;3,17;6,14;5,02;6,62;5,62;5,96;NA;NA;NA;NA;NA;NA;0
133;6n;0,5;Ei18;GH;2,81;4,99;5,57;7,18;4,91;8,66;NA;NA;NA;NA;NA;NA;0
35;6n;0,5;Ei16;GH;3,62;6,05;5,06;6,56;6,26;6,17;7;1;3,12;19;1;0,943396226;0,089134922
55;6n;0,5;Ei18;GH;2,08;4,82;5,47;6,81;5,37;8,17;NA;NA;NA;NA;NA;NA;0
46;6n;0,5;Ei16;GH;3,62;6,08;4,38;6,1;4,84;4,92;NA;NA;NA;NA;NA;0,86;0
46;6n;0,5;Ei16;GH;3,04;5,99;4,44;6,42;4,71;5,11;NA;NA;NA;NA;NA;NA;0
55;2n;0;Ei13;GH;1,86;5,1;5,43;7,23;5,65;8,35;9;3;1,42;41;0,70731707;NA;0
19;6n;0,5;Ei18;GH;2,36;5,72;5,45;6,72;5,14;8,07;12,5;5;3,09;106;0,97169811;0,963963964;0,517029461
144;6n;0;Ei16;GH;2,4;5,87;4,06;5,62;4,5;5,07;NA;NA;NA;NA;NA;NA;0
38;6n;0,5;Ei16;GH;2,3;5,68;4,49;5,97;4,61;4,91;5;4;1,52;27;0,22222222;0,911764706;0,017451679
36;6n;0,5;Ei16;GH;2,34;6,38;4,2;4,87;5,36;5,52;NA;NA;NA;NA;NA;NA;0
38;6n;0,5;Ei16;GH;2,59;5,88;4,97;6,67;4,79;5,43;NA;NA;NA;NA;NA;0,901234568;0
37;6n;0,5;Ei16;GH;2,48;6,11;4,27;5,42;4,2;4,73;NA;NA;NA;NA;NA;0,803278689;0
122;6n;0;Ei16;GH;2,44;4,57;4,12;4,83;2,34;4,3;NA;NA;NA;NA;NA;0,722222222;0
46;6n;0,5;Ei16;GH;2,85;7,35;4,35;5,95;4,74;4,71;NA;NA;NA;NA;NA;0,714285714;0
46;6n;0,5;Ei16;GH;2,27;6,34;4,2;5,55;3,86;4,21;NA;NA;NA;NA;NA;NA;0
108;4n;0,5;Ei08;GH;2,66;6,48;4,83;6,18;5,08;5,35;NA;NA;NA;NA;NA;0,083333334;0
20;4n;0;Ei08;GH;2,87;6,31;4,66;6,17;4,77;5,61;NA;NA;NA;NA;NA;0,671232877;0
27;6n;0;Ei16;GH;2,77;6,45;4,13;6,22;4,92;5,83;NA;NA;NA;NA;NA;0,872727273;0
